Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Universal Soldier: Day of Reckoning (2012),http://www.imdb.com/title/tt1659343/,5.0,58.0,114,10000000.0,3181.0,5460.0,1402307.0,2012-10-25,R,Action Horror Mystery,USA
Dnevnoy dozor (2006),http://www.imdb.com/title/tt0409904/,6.5,59.0,132,4200000.0,46730.0,450897.0,42918532.0,2007-06-15,R,Action Fantasy Horror,Russia
Elizabeth: The Golden Age (2007),http://www.imdb.com/title/tt0414055/,6.8,45.0,114,55000000.0,6153075.0,16383509.0,75782758.0,2007-10-12,PG-13,Biography Drama History,UK
Harry Potter and the Chamber of Secrets (2002),http://www.imdb.com/title/tt0295297/,7.4,63.0,161,100000000.0,88357488.0,262450136.0,879465594.0,2002-11-15,PG,Adventure Family Fantasy,UK
Harry Potter and the Goblet of Fire (2005),http://www.imdb.com/title/tt0330373/,7.7,81.0,157,150000000.0,102685961.0,290417905.0,896346413.0,2005-11-18,PG-13,Adventure Family Fantasy,UK
Harry Potter and the Half-Blood Prince (2009),http://www.imdb.com/title/tt0417741/,7.6,78.0,153,250000000.0,77835727.0,302305431.0,934326396.0,2009-07-15,PG,Action Adventure Family,UK
Harry Potter and the Deathly Hallows: Part 2 (2011),http://www.imdb.com/title/tt1201607/,8.1,85.0,130,125000000.0,169189427.0,381409310.0,1356602810.0,2011-07-15,PG-13,Adventure Drama Fantasy,UK
28 Weeks Later (2007),http://www.imdb.com/title/tt0463854/,7.0,78.0,100,15000000.0,9807292.0,28638916.0,65048678.0,2007-05-11,R,Horror Sci-Fi,UK
Angels & Demons (2009),http://www.imdb.com/title/tt0808151/,6.7,48.0,138,150000000.0,46204168.0,133375846.0,485930816.0,2009-05-15,PG-13,Action Mystery Thriller,USA
The Boondock Saints II: All Saints Day (2009),http://www.imdb.com/title/tt1300851/,6.3,24.0,118,8000000.0,546687.0,10273188.0,10629321.0,2009-12-11,R,Action Crime Thriller,USA
Dirty Dancing: Havana Nights (2004),http://www.imdb.com/title/tt0338096/,6.0,39.0,86,25000000.0,5900000.0,14161590.0,27685016.0,2004-02-27,PG-13,Drama Music Romance,USA
S. Darko (2009),http://www.imdb.com/title/tt1231277/,3.6,,103,4000000.0,,,1079949.0,2009-08-21,R,Drama Mystery Sci-Fi,USA
Ghost Rider: Spirit of Vengeance (2011),http://www.imdb.com/title/tt1071875/,4.3,34.0,96,57000000.0,22115334.0,51774002.0,132563930.0,2012-02-17,PG-13,Action Fantasy Thriller,USA
Exorcist II: The Heretic (1977),http://www.imdb.com/title/tt0076009/,3.8,39.0,117,14000000.0,6735000.0,30749142.0,30749142.0,1977-06-17,R,Horror,USA
Exorcist: The Beginning (2004),http://www.imdb.com/title/tt0204313/,5.2,30.0,114,80000000.0,18054001.0,41821986.0,78110021.0,2004-08-20,R,Horror Mystery Thriller,USA
The Last Exorcism (2010),http://www.imdb.com/title/tt1320244/,5.6,63.0,87,1800000.0,20366613.0,41034350.0,69432527.0,2010-08-27,PG-13,Horror Mystery Thriller,France
The X Files: I Want to Believe (2008),http://www.imdb.com/title/tt0443701/,5.9,47.0,104,30000000.0,10021753.0,20982478.0,69363381.0,2008-07-25,PG-13,Crime Drama Horror,USA
Les rivières pourpres 2 - Les anges de l'apocalypse (2004),http://www.imdb.com/title/tt0337103/,6.0,,97,21000000.0,46376.0,152148.0,40152148.0,2004-02-18,R,Action Crime Horror,France
Les couloirs du temps: Les visiteurs II (1998),http://www.imdb.com/title/tt0120882/,6.2,,118,23000000.0,68316.0,146072.0,66000000.0,1998-03-27,G,Comedy Fantasy,France
Battle Royale II (2003),http://www.imdb.com/title/tt0338763/,4.7,,155,9000000.0,,,14902587.0,2003-07-05,R,Action Drama Sci-Fi,Japan
The Evening Star (1996),http://www.imdb.com/title/tt0116240/,5.9,,129,20000000.0,3306445.0,12767815.0,12767815.0,1996-12-25,PG-13,Comedy Drama Romance,USA
Happy Feet Two (2011),http://www.imdb.com/title/tt1402488/,5.9,50.0,100,135000000.0,21237068.0,64006466.0,159196259.0,2011-11-18,PG,Animation Adventure Comedy,Australia
The Jewel of the Nile (1985),http://www.imdb.com/title/tt0089370/,6.1,53.0,106,25000000.0,6645455.0,75973200.0,96773200.0,1985-12-11,PG,Action Adventure Comedy,USA
Look Who's Talking Too (1990),http://www.imdb.com/title/tt0100050/,4.7,,81,14000000.0,8100640.0,47789074.0,47789074.0,1990-12-14,PG-13,Comedy Family Romance,USA
Legally Blonde 2 (2003),http://www.imdb.com/title/tt0333780/,4.8,47.0,95,45000000.0,22220670.0,90186328.0,124914842.0,2003-07-02,PG-13,Comedy,USA
Scooby-Doo 2: Monsters Unleashed (2004),http://www.imdb.com/title/tt0331632/,5.0,34.0,93,80000000.0,29438331.0,84216833.0,181216833.0,2004-03-26,PG,Adventure Comedy Family,USA
Home Alone 2: Lost in New York (1992),http://www.imdb.com/title/tt0104431/,6.8,,120,28000000.0,31126882.0,173585516.0,365154932.0,1992-11-20,PG,Adventure Comedy Crime,USA
Mesrine Part 2: Public Enemy #1 (2008),http://www.imdb.com/title/tt0411272/,7.5,72.0,133,25000000.0,74449.0,275387.0,321353.0,2008-11-19,R,Action Biography Crime,France
Obitaemyy ostrov. Skhvatka (2009),http://www.imdb.com/title/tt1399952/,5.0,,105,18300000.0,,,6738672.0,2009-04-23,R,Action Adventure Sci-Fi,Russia
Lyubov 2 Morkov (2008),http://www.imdb.com/title/tt1414840/,4.8,,100,3000000.0,,,19171562.0,2008-12-23,R,Comedy Fantasy,Russia
Paragraf 78 - Film vtoroy (2007),http://www.imdb.com/title/tt1097014/,4.8,,90,4000000.0,,,3061624.0,2007-03-23,R,Action Sci-Fi Thriller,Russia
Antikiller 2: Antiterror (2003),http://www.imdb.com/title/tt0405699/,5.1,,89,1000000.0,,,2617287.0,2003-11-27,R,Action Crime,Russia
Short Circuit 2 (1988),http://www.imdb.com/title/tt0096101/,5.8,,110,15000000.0,3843067.0,21630088.0,21630088.0,1988-07-06,PG,Comedy Drama Family,USA
Zweiohrküken (2009),http://www.imdb.com/title/tt1343755/,5.6,,124,5700000.0,,,48039391.0,2009-12-03,R,Comedy Romance,Germany
Pet Sematary II (1992),http://www.imdb.com/title/tt0105128/,4.9,35.0,100,8000000.0,4825100.0,17092453.0,17092453.0,1992-08-28,R,Fantasy Horror,USA
The Four Musketeers: Milady's Revenge (1974),http://www.imdb.com/title/tt0073012/,7.0,,108,9000000.0,,19096800.0,19096800.0,1975-02-26,PG,Adventure History,Spain
Tengo ganas de ti (2012),http://www.imdb.com/title/tt1797504/,6.9,,120,3000000.0,,,24016152.0,2012-06-22,R,Drama Romance,Spain
The Fly II (1989),http://www.imdb.com/title/tt0097368/,5.1,36.0,105,8000000.0,6751371.0,20021322.0,38903179.0,1989-02-10,R,Drama Horror Sci-Fi,USA
Rush Hour 2 (2001),http://www.imdb.com/title/tt0266915/,6.6,48.0,90,90000000.0,67408222.0,226164286.0,347325802.0,2001-08-03,PG-13,Action Comedy Crime,Hong Kong
Police Academy 2: Their First Assignment (1985),http://www.imdb.com/title/tt0089822/,5.8,39.0,87,7600000.0,10675896.0,55600000.0,114993000.0,1985-03-29,PG-13,Comedy,USA
Police Academy 4: Citizens on Patrol (1987),http://www.imdb.com/title/tt0093756/,5.0,26.0,88,17000000.0,8482487.0,28061343.0,76800000.0,1987-04-03,PG,Comedy Crime,USA
Police Academy 6: City Under Siege (1989),http://www.imdb.com/title/tt0098105/,4.5,16.0,84,15000000.0,4032480.0,11567217.0,33200000.0,1989-03-10,PG,Comedy Crime,USA
Paranormal Activity 2 (2010),http://www.imdb.com/title/tt1536044/,5.6,53.0,91,3000000.0,40678424.0,84752907.0,177512032.0,2010-10-22,R,Horror,USA
Paranormal Activity 4 (2012),http://www.imdb.com/title/tt2109184/,4.6,40.0,88,5000000.0,29003866.0,53885000.0,142802657.0,2012-10-19,R,Horror Mystery Thriller,USA
Magnum Force (1973),http://www.imdb.com/title/tt0070355/,7.2,58.0,124,6000000.0,,39768000.0,39768000.0,1973-12-25,R,Action Crime Mystery,USA
Sudden Impact (1983),http://www.imdb.com/title/tt0074483/,6.7,52.0,117,22000000.0,9688561.0,67642693.0,67642693.0,1983-12-09,R,Action Crime Thriller,USA
Under Siege 2: Dark Territory (1995),http://www.imdb.com/title/tt0114781/,5.5,52.0,100,60000000.0,12624402.0,50024083.0,104324083.0,1995-07-14,R,Action Thriller,USA
Atlas Shrugged II: The Strike (2012),http://www.imdb.com/title/tt1985017/,5.4,26.0,111,10000000.0,1751572.0,3336053.0,3336053.0,2012-10-12,PG-13,Drama Mystery Sci-Fi,USA
National Treasure: Book of Secrets (2007),http://www.imdb.com/title/tt0465234/,6.5,48.0,124,130000000.0,44783772.0,219964115.0,459242249.0,2007-12-21,PG,Action Adventure Family,USA
The Hangover Part II (2011),http://www.imdb.com/title/tt1411697/,6.4,44.0,102,80000000.0,85946294.0,254464305.0,586764305.0,2011-05-26,R,Comedy,USA
Deuce Bigalow: European Gigolo (2005),http://www.imdb.com/title/tt0367652/,4.7,23.0,83,22000000.0,9626287.0,22400154.0,45109561.0,2005-08-12,R,Comedy,USA
Fletch Lives (1989),http://www.imdb.com/title/tt0097366/,6.1,40.0,95,8000000.0,8045760.0,35150960.0,39450960.0,1989-03-17,PG,Comedy Crime Mystery,USA
Cidade dos Homens (2007),http://www.imdb.com/title/tt0870090/,7.2,63.0,106,3300000.0,130579.0,325131.0,2589732.0,2007-08-31,R,Crime Drama,Brazil
Elite Squad 2: The Enemy Within (2010),http://www.imdb.com/title/tt1555149/,8.0,71.0,115,3040000.0,8648.0,100119.0,63618850.0,2010-10-08,R,Action Crime Drama,Brazil
Kick-Ass 2 (2013),http://www.imdb.com/title/tt1650554/,6.5,41.0,103,28000000.0,13332955.0,28795985.0,60795985.0,2013-08-16,R,Action Comedy Crime,UK
RED 2 (2013),http://www.imdb.com/title/tt1821694/,6.6,47.0,116,84000000.0,18048422.0,53262560.0,148075565.0,2013-07-19,PG-13,Action Adventure Comedy,USA
Ripley's Game (2002),https://www.imdb.com/title/tt0265651/,6.6,,110,30000000.0,,,6200970.0,2003-02-07,R,Crime Drama Mystery,UK
Escape from L.A. (1996),http://www.imdb.com/title/tt0116225/,5.8,54.0,101,50000000.0,8912557.0,25477365.0,25477365.0,1996-08-09,R,Action Adventure Sci-Fi,USA
Lawnmower Man 2: Beyond Cyberspace (1996),http://www.imdb.com/title/tt0116839/,2.5,29.0,93,15000000.0,1428658.0,2409225.0,2409225.0,1996-01-12,PG-13,Action Sci-Fi Thriller,USA
"Honey, I Blew Up the Kid (1992)",http://www.imdb.com/title/tt0104437/,4.8,50.0,89,40000000.0,11083318.0,58662452.0,58662452.0,1992-07-17,PG,Adventure Comedy Family,USA
Psycho II (1983),http://www.imdb.com/title/tt0086154/,6.5,54.0,113,5000000.0,8310244.0,34725000.0,34725000.0,1983-06-03,R,Crime Horror Mystery,USA
White Noise 2: The Light (2007),http://www.imdb.com/title/tt0496436/,5.7,,99,10000000.0,,,8526917.0,2007-01-05,PG-13,Drama Fantasy Horror,USA
Cocoon: The Return (1988),http://www.imdb.com/title/tt0094890/,5.5,45.0,116,17500000.0,5568143.0,18924919.0,25024919.0,1988-11-23,PG,Adventure Comedy Mystery,USA
Magic Mike XXL (2015),http://www.imdb.com/title/tt2268016/,5.6,60.0,115,14800000.0,12857184.0,66013057.0,117813057.0,2015-07-01,R,Comedy Drama Music,USA
The Sisterhood of the Traveling Pants 2 (2008),http://www.imdb.com/title/tt1018785/,6.2,63.0,119,27000000.0,10678430.0,44089964.0,44352417.0,2008-08-06,PG-13,Comedy Drama Romance,USA
Bad Santa 2 (2016),http://www.imdb.com/title/tt1798603/,5.6,38.0,92,26000000.0,6176680.0,17782178.0,24079268.0,2016-11-23,R,Comedy Crime Drama,USA
District 13: Ultimatum (2009),http://www.imdb.com/title/tt1247640/,6.5,64.0,101,14400000.0,11870.0,36136.0,14103752.0,2009-02-18,R,Action Crime Thriller,France
Taxi 2 (2000),https://www.imdb.com/title/tt0183869/,6.5,,88,10400000.0,,626164.0,60726164.0,2000-10-06,PG-13,Action Comedy Crime,France
Taxi 4 (2007),http://www.imdb.com/title/tt0804540/,5.6,,91,17500000.0,,,65125001.0,2007-02-14,PG-13,Action Comedy Crime,France
Miss Congeniality 2: Armed & Fabulous (2005),http://www.imdb.com/title/tt0385307/,5.1,34.0,115,45000000.0,14043215.0,48478006.0,101393569.0,2005-03-24,PG-13,Action Comedy Crime,USA
Sherlock Holmes: A Game of Shadows (2011),http://www.imdb.com/title/tt1515091/,7.5,48.0,129,125000000.0,39637079.0,186848418.0,543848418.0,2011-12-16,PG-13,Action Adventure Mystery,USA
Star Trek II: The Wrath of Khan (1982),http://www.imdb.com/title/tt0084726/,7.7,67.0,113,11200000.0,14347221.0,78912963.0,78912963.0,1982-06-04,PG,Action Adventure Sci-Fi,USA
Star Trek IV: The Voyage Home (1986),http://www.imdb.com/title/tt0092007/,7.3,71.0,119,25000000.0,16881888.0,109713132.0,109713132.0,1986-11-26,PG,Adventure Comedy Sci-Fi,USA
Star Trek VI: The Undiscovered Country (1991),http://www.imdb.com/title/tt0102975/,7.2,65.0,110,30000000.0,18162837.0,74888996.0,96888996.0,1991-12-06,PG,Action Adventure Sci-Fi,USA
Star Trek: First Contact (1996),http://www.imdb.com/title/tt0117731/,7.6,71.0,111,45000000.0,30716131.0,92027888.0,146027888.0,1996-11-22,PG-13,Action Adventure Drama,USA
Star Trek: Nemesis (2002),http://www.imdb.com/title/tt0253754/,6.4,51.0,116,60000000.0,18513305.0,43254409.0,67336470.0,2002-12-13,PG-13,Action Adventure Sci-Fi,USA
Basic Instinct 2 (2006),http://www.imdb.com/title/tt0430912/,4.3,26.0,114,70000000.0,3201420.0,5971336.0,38629478.0,2006-03-31,R,Drama Mystery Thriller,UK
The Amazing Spider-Man 2 (2014),http://www.imdb.com/title/tt1872181/,6.6,53.0,142,200000000.0,91608337.0,202853933.0,708982323.0,2014-05-02,PG-13,Action Adventure Sci-Fi,USA
Machete Kills (2013),http://www.imdb.com/title/tt2002718/,5.6,41.0,107,20000000.0,3837183.0,8008161.0,17496820.0,2013-10-11,R,Action Crime Thriller,USA
22 Jump Street (2014),http://www.imdb.com/title/tt2294449/,7.0,71.0,112,50000000.0,57071445.0,191719337.0,331333876.0,2014-06-13,R,Action Comedy Crime,USA
The Girl Who Played with Fire (2009),http://www.imdb.com/title/tt1216487/,7.2,66.0,129,5400000.0,904998.0,7638241.0,67153225.0,2010-08-27,R,Crime Drama Mystery,Sweden
Insidious: Chapter 2 (2013),http://www.imdb.com/title/tt2226417/,6.6,40.0,106,5000000.0,40272103.0,83586447.0,161919318.0,2013-09-13,PG-13,Horror Mystery Thriller,USA
Insidious: The Last Key (2018),https://www.imdb.com/title/tt5726086/,5.7,49.0,103,10000000.0,29581355.0,67745330.0,167885588.0,2018-01-05,PG-13,Horror Mystery Thriller,USA
Insurgent (2015),http://www.imdb.com/title/tt2908446/,6.2,42.0,119,110000000.0,52263680.0,130179072.0,297002527.0,2015-03-20,PG-13,Action Adventure Sci-Fi,USA
Rio 2 (2014),http://www.imdb.com/title/tt2357291/,6.3,49.0,101,103000000.0,39327869.0,131538435.0,498781117.0,2014-04-11,G,Animation Adventure Comedy,USA
The Second Best Exotic Marigold Hotel (2015),http://www.imdb.com/title/tt2555736/,6.6,51.0,122,10000000.0,8540370.0,33078266.0,85978266.0,2015-03-06,PG,Comedy Drama,UK
Nymphomaniac: Vol. II (2013),http://www.imdb.com/title/tt2382009/,6.7,60.0,124,2350000.0,74978.0,327167.0,4934725.0,2014-03-20,R,Drama,Denmark
The Lego Movie 2: The Second Part (2019),http://www.imdb.com/title/tt3513498/,6.6,65.0,107,99000000.0,34115335.0,105806508.0,192306508.0,2019-02-08,PG,Animation Action Adventure,Denmark
The Woman in Black 2: Angel of Death (2014),http://www.imdb.com/title/tt2339741/,4.8,42.0,98,15000000.0,15027415.0,26501323.0,48854305.0,2015-01-02,PG-13,Drama Horror Thriller,UK
The Trip to Italy (2014),http://www.imdb.com/title/tt2967006/,6.6,75.0,108,2000000.0,71712.0,2880537.0,6132875.0,2014-04-25,PG-13,Comedy Drama,UK
The Best Man Holiday (2013),http://www.imdb.com/title/tt2083355/,6.7,59.0,123,17000000.0,30107555.0,70525195.0,72835710.0,2013-11-15,R,Comedy Drama,USA
Agent Cody Banks 2: Destination London (2004),http://www.imdb.com/title/tt0358349/,4.6,32.0,100,26000000.0,8014005.0,23630159.0,28818995.0,2004-03-12,PG,Action Adventure Comedy,USA
102 Dalmatians (2000),http://www.imdb.com/title/tt0211181/,4.9,35.0,100,85000000.0,19883351.0,66957026.0,183611771.0,2000-11-22,G,Adventure Comedy Family,USA
Anchorman 2: The Legend Continues (2013),http://www.imdb.com/title/tt1229340/,6.3,61.0,119,50000000.0,26232425.0,127352707.0,173649931.0,2013-12-18,PG-13,Comedy,USA
Operation Condor (1991),http://www.imdb.com/title/tt0099558/,7.3,,106,15000000.0,4731751.0,10405394.0,10405394.0,1997-07-18,PG-13,Action Adventure Comedy,Hong Kong
Police Story: Lockdown (2013),http://www.imdb.com/title/tt2599716/,6.1,44.0,110,35000000.0,,,94249025.0,2015-06-05,R,Action Adventure Crime,China
Before Sunset (2004),http://www.imdb.com/title/tt0381681/,8.0,90.0,80,2700000.0,219425.0,5820649.0,15936507.0,2004-07-30,R,Drama Romance,USA
Asterix & Obelix: Mission Cleopatra (2002),http://www.imdb.com/title/tt0250223/,6.6,,107,58500000.0,,3115188.0,128027976.0,2005-06-24,PG,Adventure Comedy Family,France
Astérix and Obélix: God Save Britannia (2012),http://www.imdb.com/title/tt1597522/,5.3,,110,61000000.0,,,61319383.0,2012-10-17,PG,Adventure Comedy Family,France
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),http://www.imdb.com/title/tt3949660/,6.0,40.0,112,135000000.0,35316382.0,82051601.0,245623848.0,2016-06-03,PG-13,Action Adventure Comedy,USA
The Equalizer 2 (2018),http://www.imdb.com/title/tt3766354/,6.7,50.0,121,62000000.0,36011640.0,102084362.0,190400157.0,2018-07-20,R,Action Crime Thriller,USA
The Hunger Games: Catching Fire (2013),http://www.imdb.com/title/tt1951264/,7.5,76.0,146,130000000.0,158074286.0,424668047.0,865011746.0,2013-11-22,PG-13,Action Adventure Mystery,USA
The Hunger Games: Mockingjay - Part 2 (2015),http://www.imdb.com/title/tt1951266/,6.5,65.0,137,160000000.0,102665981.0,281723902.0,658344137.0,2015-11-20,PG-13,Action Adventure Sci-Fi,USA
Megiddo (2001),http://www.imdb.com/title/tt0263728/,4.1,35.0,104,22000000.0,1573454.0,6047691.0,6047691.0,2001-09-21,PG-13,Action Adventure Fantasy,USA
Ride Along 2 (2016),http://www.imdb.com/title/tt2869728/,5.9,32.0,102,40000000.0,35243095.0,91221830.0,124605297.0,2016-01-15,PG-13,Action Comedy Crime,USA
Muppets Most Wanted (2014),http://www.imdb.com/title/tt2281587/,6.4,61.0,107,50000000.0,17005126.0,51183113.0,80383113.0,2014-03-21,PG,Adventure Comedy Crime,USA
The Great Muppet Caper (1981),http://www.imdb.com/title/tt0082474/,7.2,70.0,97,14000000.0,2968990.0,31206251.0,31206251.0,1981-06-26,G,Adventure Comedy Crime,UK
Muppets from Space (1999),http://www.imdb.com/title/tt0158811/,6.3,53.0,87,24000000.0,4826049.0,16625807.0,22323612.0,1999-07-14,G,Adventure Comedy Family,USA
A Haunted House 2 (2014),http://www.imdb.com/title/tt2828996/,4.7,17.0,86,4000000.0,8843875.0,17329486.0,25358716.0,2014-04-18,R,Comedy Fantasy,USA
Think Like a Man Too (2014),http://www.imdb.com/title/tt2239832/,5.8,38.0,106,24000000.0,29241911.0,65182182.0,70181428.0,2014-06-20,PG-13,Comedy Romance,USA
Critters 2 (1988),http://www.imdb.com/title/tt0094919/,5.5,48.0,86,4500000.0,1898751.0,3813293.0,3813293.0,1988-04-29,PG-13,Comedy Horror Sci-Fi,USA
Dolphin Tale 2 (2014),http://www.imdb.com/title/tt2978462/,6.4,58.0,107,36000000.0,15873397.0,42024533.0,57824533.0,2014-09-12,PG,Drama Family,USA
Hot Tub Time Machine 2 (2015),http://www.imdb.com/title/tt2637294/,5.1,29.0,93,14000000.0,5963324.0,12314651.0,13081651.0,2015-02-20,R,Comedy Mystery Sci-Fi,USA
Paul Blart: Mall Cop 2 (2015),http://www.imdb.com/title/tt3450650/,4.4,13.0,94,30000000.0,23762435.0,71038190.0,107588225.0,2015-04-17,PG,Action Comedy Crime,USA
Horrible Bosses 2 (2014),http://www.imdb.com/title/tt2170439/,6.3,40.0,108,42000000.0,15457418.0,54445357.0,107645357.0,2014-11-26,R,Comedy Crime,USA
The Descent: Part 2 (2009),http://www.imdb.com/title/tt1073105/,5.8,,94,6200000.0,,,7048886.0,2009-10-14,R,Adventure Horror Thriller,UK
[Rec] 2 (2009),http://www.imdb.com/title/tt1245112/,6.5,52.0,85,5600000.0,8191.0,27766.0,18853164.0,2009-10-02,R,Action Adventure Fantasy,Spain
[REC] 4: Apocalypse (2014),http://www.imdb.com/title/tt1649443/,5.3,53.0,95,4050000.0,708.0,837.0,4915757.0,2014-10-31,R,Action Adventure Fantasy,Spain
Grave Encounters 2 (2012),http://www.imdb.com/title/tt2231554/,5.1,,95,1400000.0,,,1552486.0,2012-10-02,R,Action Adventure Fantasy,Canada
An American Werewolf in Paris (1997),http://www.imdb.com/title/tt0118604/,5.1,31.0,105,25000000.0,7600878.0,26570463.0,26570463.0,1997-12-25,R,Comedy Fantasy Horror,UK
Blues Brothers 2000 (1998),http://www.imdb.com/title/tt0118747/,4.9,,123,28000000.0,6129615.0,14051384.0,14051384.0,1998-02-06,PG-13,Action Comedy Crime,USA
Fright Night Part 2 (1988),http://www.imdb.com/title/tt0097390/,5.9,,104,7500000.0,548231.0,2983784.0,2983784.0,1989-05-19,R,Comedy Horror Thriller,USA
Child's Play 2 (1990),http://www.imdb.com/title/tt0099253/,5.8,37.0,84,13000000.0,10718520.0,28501605.0,35763605.0,1990-11-09,R,Horror Thriller,USA
Bride of Chucky (1998),http://www.imdb.com/title/tt0144120/,5.4,48.0,89,25000000.0,11830855.0,32400658.0,50688658.0,1998-10-16,R,Comedy Horror,USA
Curse of Chucky (2013),http://www.imdb.com/title/tt2230358/,5.6,58.0,97,3000000.0,,,3700000.0,2013-09-24,R,Horror Thriller,USA
Major League II (1994),http://www.imdb.com/title/tt0110442/,5.6,,105,25000000.0,7040777.0,30626182.0,30626182.0,1994-03-30,PG,Comedy Sport,USA
Piranha 3DD (2012),http://www.imdb.com/title/tt1714203/,3.7,24.0,83,5000000.0,182237.0,376512.0,8518634.0,2012-07-14,R,Comedy Horror,USA
The Hills Have Eyes 2 (2007),http://www.imdb.com/title/tt0800069/,5.1,32.0,89,15000000.0,9686362.0,20804166.0,37697773.0,2007-03-23,R,Horror Thriller,USA
The Collection (2012),http://www.imdb.com/title/tt1748227/,6.1,38.0,82,7500000.0,3104269.0,6842058.0,9929706.0,2012-11-30,R,Action Adventure Crime,USA
The Hills Have Eyes Part II (1984),http://www.imdb.com/title/tt0089274/,3.8,25.0,86,700000.0,,,37600000.0,1985-08-02,R,Horror Thriller,USA
Mechanic: Resurrection (2016),http://www.imdb.com/title/tt3522806/,5.7,38.0,98,40000000.0,7456525.0,21218403.0,125729635.0,2016-08-26,R,Action Adventure Thriller,USA
Ted 2 (2015),http://www.imdb.com/title/tt2637276/,6.3,48.0,115,68000000.0,33507870.0,81476385.0,215863606.0,2015-06-26,R,Comedy,USA
Poltergeist II: The Other Side (1986),http://www.imdb.com/title/tt0091778/,5.7,49.0,91,19000000.0,12357190.0,40996665.0,40996665.0,1986-05-23,PG-13,Horror,USA
Clerks II (2006),http://www.imdb.com/title/tt0424345/,7.3,65.0,97,5000000.0,10061132.0,24148068.0,26986174.0,2006-07-21,R,Comedy,USA
The Raid 2 (2014),http://www.imdb.com/title/tt2265171/,8.0,71.0,150,4500000.0,165292.0,2627209.0,6566916.0,2014-04-11,R,Action Crime Thriller,Indonesia
Blair Witch Project 2,https://www.imdb.com/title/tt0229260/,3.9,15.0,90,15000000.0,13223887.0,26437094.0,47737094.0,2000-10-29,R,Adventure Fantasy Horror,USA
Wall Street: Money Never Sleeps (2010),http://www.imdb.com/title/tt1027718/,6.2,59.0,133,70000000.0,19011188.0,52474616.0,134748021.0,2010-09-24,PG-13,Drama,USA
For a Few Dollars More (1965),http://www.imdb.com/title/tt0059578/,8.3,74.0,132,600000.0,,15000000.0,15000000.0,1967-05-10,R,Western,Italy
Young Guns II (1990),http://www.imdb.com/title/tt0100994/,6.5,47.0,104,20000000.0,8017438.0,44143410.0,44143410.0,1990-08-01,PG-13,Action Western,USA
Finding Dory (2016),http://www.imdb.com/title/tt2277860/,7.3,77.0,97,200000000.0,135060273.0,486295561.0,1028570889.0,2016-06-17,PG,Animation Adventure Comedy,USA
Bad Lieutenant: Port of Call New Orleans (2009),http://www.imdb.com/title/tt1095217/,6.6,69.0,122,25000000.0,245398.0,1702112.0,10606422.0,2009-12-11,R,Crime Drama,USA
Taken 2 (2012),http://www.imdb.com/title/tt1397280/,6.3,45.0,92,45000000.0,49514769.0,139854287.0,376141306.0,2012-10-05,PG-13,Action Thriller,France
10 Cloverfield Lane (2016),http://www.imdb.com/title/tt1179933/,7.2,76.0,103,15000000.0,24727437.0,72082998.0,110216998.0,2016-03-11,PG-13,Drama Horror Mystery,USA
London Has Fallen (2016),http://www.imdb.com/title/tt3300542/,5.9,28.0,99,60000000.0,21635601.0,62524260.0,205754447.0,2016-03-04,R,Action Thriller,UK
My Big Fat Greek Wedding 2 (2016),http://www.imdb.com/title/tt3760922/,6.0,37.0,94,18000000.0,17861950.0,59689605.0,90632641.0,2016-03-25,PG-13,Comedy Romance,USA
Batman v Superman: Dawn of Justice (2016),http://www.imdb.com/title/tt2975590/,6.5,44.0,151,250000000.0,166007347.0,330360194.0,873634919.0,2016-03-25,PG-13,Action Adventure Sci-Fi,USA
Avengers: Age of Ultron (2015),http://www.imdb.com/title/tt2395427/,7.3,66.0,141,250000000.0,191271109.0,459005868.0,1402805868.0,2015-05-01,PG-13,Action Adventure Sci-Fi,USA
Avengers: Endgame (2019),http://www.imdb.com/title/tt4154796/,8.4,78.0,181,356000000.0,357115007.0,858373000.0,2797800564.0,2019-04-26,PG-13,Action Adventure Drama,USA
Thor: The Dark World (2013),http://www.imdb.com/title/tt1981115/,6.9,54.0,112,170000000.0,85737841.0,206362140.0,644783140.0,2013-11-08,PG-13,Action Adventure Fantasy,USA
Captain America: The Winter Soldier (2014),http://www.imdb.com/title/tt1843866/,7.7,70.0,136,170000000.0,95023721.0,259766572.0,714421503.0,2014-04-04,PG-13,Action Adventure Sci-Fi,USA
Deadpool 2 (2018),http://www.imdb.com/title/tt5463162/,7.7,66.0,119,110000000.0,125507153.0,324591735.0,785794179.0,2018-05-18,R,Action Adventure Comedy,USA
The Purge: Anarchy (2014),http://www.imdb.com/title/tt2975578/,6.4,50.0,103,9000000.0,29816675.0,71962800.0,111928365.0,2014-07-18,R,Action Horror Sci-Fi,USA
Zoolander 2 (2016),http://www.imdb.com/title/tt1608290/,4.7,34.0,101,50000000.0,13841146.0,28848693.0,56722693.0,2016-02-12,PG-13,Action Adventure Comedy,USA
Alice Through the Looking Glass (2016),http://www.imdb.com/title/tt2567026/,6.2,34.0,113,170000000.0,26858726.0,77041381.0,299457024.0,2016-05-27,PG,Adventure Family Fantasy,USA
