Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Astérix and Obélix: God Save Britannia (2012),http://www.imdb.com/title/tt1597522/,5.3,,110,61000000.0,,,61319383.0,2012-10-17,PG,Adventure Comedy Family,France
Teenage Mutant Ninja Turtles (2014),http://www.imdb.com/title/tt1291150/,5.8,31.0,101,125000000.0,65575105.0,191204754.0,485004754.0,2014-08-08,PG-13,Action Adventure Comedy,USA
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),http://www.imdb.com/title/tt3949660/,6.0,40.0,112,135000000.0,35316382.0,82051601.0,245623848.0,2016-06-03,PG-13,Action Adventure Comedy,USA
The Equalizer (2014),http://www.imdb.com/title/tt0455944/,7.2,57.0,132,55000000.0,34137828.0,101530738.0,192330738.0,2014-09-26,R,Action Crime Thriller,USA
The Equalizer 2 (2018),http://www.imdb.com/title/tt3766354/,6.7,50.0,121,62000000.0,36011640.0,102084362.0,190400157.0,2018-07-20,R,Action Crime Thriller,USA
The Hunger Games (2012),http://www.imdb.com/title/tt1392170/,7.2,68.0,142,78000000.0,152535747.0,408010692.0,694394724.0,2012-03-23,PG-13,Action Adventure Sci-Fi,USA
The Hunger Games: Catching Fire (2013),http://www.imdb.com/title/tt1951264/,7.5,76.0,146,130000000.0,158074286.0,424668047.0,865011746.0,2013-11-22,PG-13,Action Adventure Mystery,USA
The Hunger Games: Mockingjay - Part 1 (2014),http://www.imdb.com/title/tt1951265/,6.6,64.0,123,125000000.0,121897634.0,337135885.0,755356711.0,2014-11-21,PG-13,Action Adventure Sci-Fi,USA
The Hunger Games: Mockingjay - Part 2 (2015),http://www.imdb.com/title/tt1951266/,6.5,65.0,137,160000000.0,102665981.0,281723902.0,658344137.0,2015-11-20,PG-13,Action Adventure Sci-Fi,USA
The Omega Code (1999),http://www.imdb.com/title/tt0203408/,3.6,14.0,100,8000000.0,2354362.0,12614346.0,12614346.0,1999-08-27,PG-13,Action Adventure Fantasy,USA
Megiddo (2001),http://www.imdb.com/title/tt0263728/,4.1,35.0,104,22000000.0,1573454.0,6047691.0,6047691.0,2001-09-21,PG-13,Action Adventure Fantasy,USA
Ride Along (2014),http://www.imdb.com/title/tt1408253/,6.2,41.0,99,25000000.0,41516170.0,134938200.0,154468902.0,2014-01-17,PG-13,Action Comedy Crime,USA
Ride Along 2 (2016),http://www.imdb.com/title/tt2869728/,5.9,32.0,102,40000000.0,35243095.0,91221830.0,124605297.0,2016-01-15,PG-13,Action Comedy Crime,USA
The Muppets (2011),http://www.imdb.com/title/tt1204342/,7.1,75.0,120,45000000.0,29239026.0,88631237.0,165184237.0,2011-11-23,PG,Adventure Comedy Family,USA
Muppets Most Wanted (2014),http://www.imdb.com/title/tt2281587/,6.4,61.0,107,50000000.0,17005126.0,51183113.0,80383113.0,2014-03-21,PG,Adventure Comedy Crime,USA
The Muppet Movie (1979),http://www.imdb.com/title/tt0079588/,7.6,74.0,95,8000000.0,,65810475.0,65810475.0,1979-06-22,G,Adventure Comedy Family,UK
The Great Muppet Caper (1981),http://www.imdb.com/title/tt0082474/,7.2,70.0,97,14000000.0,2968990.0,31206251.0,31206251.0,1981-06-26,G,Adventure Comedy Crime,UK
The Muppets Take Manhattan (1984),http://www.imdb.com/title/tt0082474/,6.9,64.0,94,8000000.0,4416022.0,25534703.0,25534703.0,1984-07-13,G,Adventure Comedy Drama,USA
Muppets from Space (1999),http://www.imdb.com/title/tt0158811/,6.3,53.0,87,24000000.0,4826049.0,16625807.0,22323612.0,1999-07-14,G,Adventure Comedy Family,USA
A Haunted House (2013),http://www.imdb.com/title/tt2243537/,5.0,20.0,86,2500000.0,18101682.0,40041683.0,60159584.0,2013-01-11,R,Comedy Fantasy,USA
A Haunted House 2 (2014),http://www.imdb.com/title/tt2828996/,4.7,17.0,86,4000000.0,8843875.0,17329486.0,25358716.0,2014-04-18,R,Comedy Fantasy,USA
Think Like a Man (2012),http://www.imdb.com/title/tt1621045/,6.6,51.0,122,12000000.0,33636303.0,91547205.0,96070507.0,2012-04-20,PG-13,Comedy Romance,USA
Think Like a Man Too (2014),http://www.imdb.com/title/tt2239832/,5.8,38.0,106,24000000.0,29241911.0,65182182.0,70181428.0,2014-06-20,PG-13,Comedy Romance,USA
Critters (1986),http://www.imdb.com/title/tt0090887/,6.1,52.0,86,2000000.0,1618800.0,13167232.0,13167232.0,1986-04-11,PG-13,Comedy Horror Sci-Fi,USA
Critters 2 (1988),http://www.imdb.com/title/tt0094919/,5.5,48.0,86,4500000.0,1898751.0,3813293.0,3813293.0,1988-04-29,PG-13,Comedy Horror Sci-Fi,USA
Dolphin Tale (2011),http://www.imdb.com/title/tt1564349/,6.9,64.0,113,37000000.0,19152401.0,72286779.0,95943453.0,2011-09-23,PG,Drama Family,Canada
Dolphin Tale 2 (2014),http://www.imdb.com/title/tt2978462/,6.4,58.0,107,36000000.0,15873397.0,42024533.0,57824533.0,2014-09-12,PG,Drama Family,USA
Hot Tub Time Machine (2010),http://www.imdb.com/title/tt1231587/,6.4,63.0,101,36000000.0,14020502.0,50287556.0,64780213.0,2010-03-26,R,Comedy Sci-Fi,USA
Hot Tub Time Machine 2 (2015),http://www.imdb.com/title/tt2637294/,5.1,29.0,93,14000000.0,5963324.0,12314651.0,13081651.0,2015-02-20,R,Comedy Mystery Sci-Fi,USA
Paul Blart: Mall Cop (2009),http://www.imdb.com/title/tt1114740/,5.2,39.0,91,26000000.0,31832636.0,146336178.0,183348429.0,2009-01-16,PG,Action Comedy Crime,USA
Paul Blart: Mall Cop 2 (2015),http://www.imdb.com/title/tt3450650/,4.4,13.0,94,30000000.0,23762435.0,71038190.0,107588225.0,2015-04-17,PG,Action Comedy Crime,USA
Horrible Bosses (2011),http://www.imdb.com/title/tt1499658/,6.9,57.0,98,35000000.0,28302165.0,117538559.0,209838559.0,2011-07-08,R,Comedy Crime,USA
Horrible Bosses 2 (2014),http://www.imdb.com/title/tt2170439/,6.3,40.0,108,42000000.0,15457418.0,54445357.0,107645357.0,2014-11-26,R,Comedy Crime,USA
The Descent (2005),http://www.imdb.com/title/tt0435625/,7.2,71.0,99,7000000.0,8911330.0,26024456.0,57130027.0,2006-08-04,R,Adventure Horror Thriller,UK
The Descent: Part 2 (2009),http://www.imdb.com/title/tt1073105/,5.8,,94,6200000.0,,,7048886.0,2009-10-14,R,Adventure Horror Thriller,UK
REC (2007),http://www.imdb.com/title/tt1038988/,7.4,69.0,78,2000000.0,,,32511655.0,2007-11-23,R,Action Adventure Fantasy,Spain
[Rec] 2 (2009),http://www.imdb.com/title/tt1245112/,6.5,52.0,85,5600000.0,8191.0,27766.0,18853164.0,2009-10-02,R,Action Adventure Fantasy,Spain
[REC] 3: Genesis (2012),http://www.imdb.com/title/tt1649444/,5.0,45.0,80,6400000.0,3001.0,9600.0,11019975.0,2012-03-30,R,Action Comedy Horror,Spain
[REC] 4: Apocalypse (2014),http://www.imdb.com/title/tt1649443/,5.3,53.0,95,4050000.0,708.0,837.0,4915757.0,2014-10-31,R,Action Adventure Fantasy,Spain
Grave Encounters (2011),http://www.imdb.com/title/tt1703199/,6.1,33.0,92,120000.0,,,3613222.0,2011-09-09,R,Adventure Fantasy Horror,Canada
Grave Encounters 2 (2012),http://www.imdb.com/title/tt2231554/,5.1,,95,1400000.0,,,1552486.0,2012-10-02,R,Action Adventure Fantasy,Canada
An American Werewolf in London (1981),http://www.imdb.com/title/tt0082010/,7.5,60.0,97,10000000.0,3786512.0,30565292.0,30565292.0,1981-08-21,R,Comedy Horror,UK
An American Werewolf in Paris (1997),http://www.imdb.com/title/tt0118604/,5.1,31.0,105,25000000.0,7600878.0,26570463.0,26570463.0,1997-12-25,R,Comedy Fantasy Horror,UK
The Blues Brothers (1980),http://www.imdb.com/title/tt0080455/,7.9,60.0,133,27000000.0,4858152.0,57229890.0,115229890.0,1980-06-20,R,Adventure Comedy Crime,USA
Blues Brothers 2000 (1998),http://www.imdb.com/title/tt0118747/,4.9,,123,28000000.0,6129615.0,14051384.0,14051384.0,1998-02-06,PG-13,Action Comedy Crime,USA
Fright Night (1985),http://www.imdb.com/title/tt0089175/,7.1,62.0,106,9000000.0,6118543.0,24922237.0,24922237.0,1985-08-02,R,Horror Thriller,USA
Fright Night Part 2 (1988),http://www.imdb.com/title/tt0097390/,5.9,,104,7500000.0,548231.0,2983784.0,2983784.0,1989-05-19,R,Comedy Horror Thriller,USA
Child's Play (1988),http://www.imdb.com/title/tt0094862/,6.6,58.0,87,9000000.0,6583963.0,33244684.0,44196684.0,1988-11-09,R,Horror Thriller,USA
Child's Play 2 (1990),http://www.imdb.com/title/tt0099253/,5.8,37.0,84,13000000.0,10718520.0,28501605.0,35763605.0,1990-11-09,R,Horror Thriller,USA
Child's Play 3 (1991),http://www.imdb.com/title/tt0103956/,5.1,27.0,90,13000000.0,5718940.0,14960255.0,20560255.0,1991-08-30,R,Horror Thriller,UK
Bride of Chucky (1998),http://www.imdb.com/title/tt0144120/,5.4,48.0,89,25000000.0,11830855.0,32400658.0,50688658.0,1998-10-16,R,Comedy Horror,USA
Seed of Chucky (2004),http://www.imdb.com/title/tt0387575/,4.8,46.0,87,12000000.0,8800000.0,17083732.0,24829644.0,2004-11-12,R,Comedy Fantasy Horror,USA
Curse of Chucky (2013),http://www.imdb.com/title/tt2230358/,5.6,58.0,97,3000000.0,,,3700000.0,2013-09-24,R,Horror Thriller,USA
Major League (1989),http://www.imdb.com/title/tt0097815/,7.2,62.0,107,11000000.0,8836265.0,49797148.0,49797148.0,1989-04-07,R,Comedy Sport,USA
Major League II (1994),http://www.imdb.com/title/tt0110442/,5.6,,105,25000000.0,7040777.0,30626182.0,30626182.0,1994-03-30,PG,Comedy Sport,USA
Piranha 3D (2010),http://www.imdb.com/title/tt0464154/,5.4,53.0,88,24000000.0,10106872.0,25003155.0,83188165.0,2010-08-20,R,Comedy Horror,USA
Piranha 3DD (2012),http://www.imdb.com/title/tt1714203/,3.7,24.0,83,5000000.0,182237.0,376512.0,8518634.0,2012-07-14,R,Comedy Horror,USA
The Hills Have Eyes (2006),http://www.imdb.com/title/tt0454841/,6.4,52.0,107,15000000.0,15708512.0,41778863.0,70008952.0,2006-03-10,R,Horror Thriller,USA
The Hills Have Eyes 2 (2007),http://www.imdb.com/title/tt0800069/,5.1,32.0,89,15000000.0,9686362.0,20804166.0,37697773.0,2007-03-23,R,Horror Thriller,USA
The Collector (2009),http://www.imdb.com/title/tt0844479/,6.4,29.0,90,6000000.0,3576296.0,7712114.0,10234475.0,2009-07-31,R,Action Crime Horror,USA
The Collection (2012),http://www.imdb.com/title/tt1748227/,6.1,38.0,82,7500000.0,3104269.0,6842058.0,9929706.0,2012-11-30,R,Action Adventure Crime,USA
The Hills Have Eyes (1977),http://www.imdb.com/title/tt0077681/,6.3,64.0,90,230000.0,,,25000000.0,1977-07-22,R,Horror Thriller,USA
The Hills Have Eyes Part II (1984),http://www.imdb.com/title/tt0089274/,3.8,25.0,86,700000.0,,,37600000.0,1985-08-02,R,Horror Thriller,USA
The Mechanic (2011),http://www.imdb.com/title/tt0472399/,6.6,49.0,93,40000000.0,11422006.0,29121498.0,76130093.0,2011-01-28,R,Action Thriller,USA
Mechanic: Resurrection (2016),http://www.imdb.com/title/tt3522806/,5.7,38.0,98,40000000.0,7456525.0,21218403.0,125729635.0,2016-08-26,R,Action Adventure Thriller,USA
Ted (2012),http://www.imdb.com/title/tt1637725/,6.9,62.0,106,50000000.0,54415205.0,218815487.0,549368315.0,2012-06-29,R,Comedy,USA
Ted 2 (2015),http://www.imdb.com/title/tt2637276/,6.3,48.0,115,68000000.0,33507870.0,81476385.0,215863606.0,2015-06-26,R,Comedy,USA
Poltergeist (1982),http://www.imdb.com/title/tt0084516/,7.3,79.0,114,10700000.0,6896612.0,77142388.0,77142388.0,1982-06-04,PG,Horror Thriller,USA
Poltergeist II: The Other Side (1986),http://www.imdb.com/title/tt0091778/,5.7,49.0,91,19000000.0,12357190.0,40996665.0,40996665.0,1986-05-23,PG-13,Horror,USA
Clerks (1994),http://www.imdb.com/title/tt0109445/,7.7,70.0,92,27000.0,31665.0,3151130.0,3151130.0,1994-11-09,R,Comedy,USA
Clerks II (2006),http://www.imdb.com/title/tt0424345/,7.3,65.0,97,5000000.0,10061132.0,24148068.0,26986174.0,2006-07-21,R,Comedy,USA
The Raid: Redemption (2011),http://www.imdb.com/title/tt1899353/,7.6,73.0,101,1100000.0,213785.0,4105187.0,9148519.0,2012-04-13,R,Action Thriller,Indonesia
The Raid 2 (2014),http://www.imdb.com/title/tt2265171/,8.0,71.0,150,4500000.0,165292.0,2627209.0,6566916.0,2014-04-11,R,Action Crime Thriller,Indonesia
Blair Witch Project,https://www.imdb.com/title/tt0185937/,6.5,81.0,81,60000.0,1512054.0,140539099.0,248639099.0,1999-07-18,R,Adventure Fantasy Horror,USA
Blair Witch Project 2,https://www.imdb.com/title/tt0229260/,3.9,15.0,90,15000000.0,13223887.0,26437094.0,47737094.0,2000-10-29,R,Adventure Fantasy Horror,USA
Wall Street (1987),http://www.imdb.com/title/tt0094291/,7.4,56.0,126,15000000.0,4104611.0,43848069.0,43848069.0,1987-12-11,R,Crime Drama,USA
Wall Street: Money Never Sleeps (2010),http://www.imdb.com/title/tt1027718/,6.2,59.0,133,70000000.0,19011188.0,52474616.0,134748021.0,2010-09-24,PG-13,Drama,USA
A Fistful of Dollars (1964),http://www.imdb.com/title/tt0058461/,8.0,65.0,99,200000.0,,14500000.0,14516248.0,1967-01-18,R,Action Drama Western,Italy
For a Few Dollars More (1965),http://www.imdb.com/title/tt0059578/,8.3,74.0,132,600000.0,,15000000.0,15000000.0,1967-05-10,R,Western,Italy
Young Guns (1988),http://www.imdb.com/title/tt0096487/,6.9,50.0,107,13000000.0,7011393.0,45661556.0,45661556.0,1988-08-12,R,Action Western,USA
Young Guns II (1990),http://www.imdb.com/title/tt0100994/,6.5,47.0,104,20000000.0,8017438.0,44143410.0,44143410.0,1990-08-01,PG-13,Action Western,USA
Finding Nemo (2003),http://www.imdb.com/title/tt0266543/,8.1,90.0,100,94000000.0,70251710.0,380843261.0,962858906.0,2003-05-30,G,Animation Adventure Comedy,USA
Finding Dory (2016),http://www.imdb.com/title/tt2277860/,7.3,77.0,97,200000000.0,135060273.0,486295561.0,1028570889.0,2016-06-17,PG,Animation Adventure Comedy,USA
Bad Lieutenant (1992),http://www.imdb.com/title/tt0103759/,7.1,70.0,96,1000000.0,47454.0,2000022.0,2038916.0,1992-12-17,NC-17,Crime Drama Thriller,USA
Bad Lieutenant: Port of Call New Orleans (2009),http://www.imdb.com/title/tt1095217/,6.6,69.0,122,25000000.0,245398.0,1702112.0,10606422.0,2009-12-11,R,Crime Drama,USA
Taken (2008),http://www.imdb.com/title/tt0936501/,7.8,51.0,90,25000000.0,24717037.0,145000989.0,226837760.0,2009-01-30,PG-13,Action Thriller,France
Taken 2 (2012),http://www.imdb.com/title/tt1397280/,6.3,45.0,92,45000000.0,49514769.0,139854287.0,376141306.0,2012-10-05,PG-13,Action Thriller,France
Cloverfield (2008),http://www.imdb.com/title/tt1060277/,7.0,64.0,85,25000000.0,40058229.0,80048433.0,172394180.0,2008-01-18,PG-13,Action Adventure Horror,USA
10 Cloverfield Lane (2016),http://www.imdb.com/title/tt1179933/,7.2,76.0,103,15000000.0,24727437.0,72082998.0,110216998.0,2016-03-11,PG-13,Drama Horror Mystery,USA
Olympus Has Fallen (2013),http://www.imdb.com/title/tt2302755/,6.5,41.0,119,70000000.0,30373794.0,98925640.0,170270201.0,2013-03-22,R,Action Thriller,USA
London Has Fallen (2016),http://www.imdb.com/title/tt3300542/,5.9,28.0,99,60000000.0,21635601.0,62524260.0,205754447.0,2016-03-04,R,Action Thriller,UK
My Big Fat Greek Wedding (2002),http://www.imdb.com/title/tt0259446/,6.5,62.0,95,5000000.0,597362.0,241438208.0,368744044.0,2002-08-02,PG,Comedy Drama Romance,Canada
My Big Fat Greek Wedding 2 (2016),http://www.imdb.com/title/tt3760922/,6.0,37.0,94,18000000.0,17861950.0,59689605.0,90632641.0,2016-03-25,PG-13,Comedy Romance,USA
Man of Steel (2013),http://www.imdb.com/title/tt0770828/,7.0,55.0,143,225000000.0,116619362.0,291045518.0,668045518.0,2013-06-14,PG-13,Action Adventure Sci-Fi,USA
Batman v Superman: Dawn of Justice (2016),http://www.imdb.com/title/tt2975590/,6.5,44.0,151,250000000.0,166007347.0,330360194.0,873634919.0,2016-03-25,PG-13,Action Adventure Sci-Fi,USA
The Avengers (2012),http://www.imdb.com/title/tt0848228/,8.0,69.0,143,220000000.0,207438708.0,623357910.0,1518812988.0,2012-05-04,PG-13,Action Adventure Sci-Fi,USA
Avengers: Age of Ultron (2015),http://www.imdb.com/title/tt2395427/,7.3,66.0,141,250000000.0,191271109.0,459005868.0,1402805868.0,2015-05-01,PG-13,Action Adventure Sci-Fi,USA
Avengers: Infinity War (2018),http://www.imdb.com/title/tt4154756/,8.4,68.0,149,321000000.0,257698183.0,678815482.0,2048359754.0,2018-04-27,PG-13,Action Adventure Sci-Fi,USA
Avengers: Endgame (2019),http://www.imdb.com/title/tt4154796/,8.4,78.0,181,356000000.0,357115007.0,858373000.0,2797800564.0,2019-04-26,PG-13,Action Adventure Drama,USA
Thor (2011),http://www.imdb.com/title/tt0800369/,7.0,57.0,115,150000000.0,65723338.0,181030624.0,449326618.0,2011-05-06,PG-13,Action Adventure Fantasy,USA
Thor: The Dark World (2013),http://www.imdb.com/title/tt1981115/,6.9,54.0,112,170000000.0,85737841.0,206362140.0,644783140.0,2013-11-08,PG-13,Action Adventure Fantasy,USA
Captain America: The First Avenger (2011),http://www.imdb.com/title/tt0458339/,6.9,66.0,124,140000000.0,65058524.0,176654505.0,370569774.0,2011-07-22,PG-13,Action Adventure Sci-Fi,USA
Captain America: The Winter Soldier (2014),http://www.imdb.com/title/tt1843866/,7.7,70.0,136,170000000.0,95023721.0,259766572.0,714421503.0,2014-04-04,PG-13,Action Adventure Sci-Fi,USA
Deadpool (2016),http://www.imdb.com/title/tt1431045/,8.0,65.0,108,58000000.0,132434639.0,363070709.0,782612155.0,2016-02-12,R,Action Adventure Comedy,USA
Deadpool 2 (2018),http://www.imdb.com/title/tt5463162/,7.7,66.0,119,110000000.0,125507153.0,324591735.0,785794179.0,2018-05-18,R,Action Adventure Comedy,USA
The Purge (2013),http://www.imdb.com/title/tt2184339/,5.7,41.0,85,3000000.0,34058360.0,64473115.0,89328627.0,2013-06-07,R,Horror Thriller,USA
The Purge: Anarchy (2014),http://www.imdb.com/title/tt2975578/,6.4,50.0,103,9000000.0,29816675.0,71962800.0,111928365.0,2014-07-18,R,Action Horror Sci-Fi,USA
Zoolander (2001),http://www.imdb.com/title/tt0196229/,6.5,61.0,90,28000000.0,15525043.0,45172250.0,60780981.0,2001-09-28,PG-13,Comedy,USA
Zoolander 2 (2016),http://www.imdb.com/title/tt1608290/,4.7,34.0,101,50000000.0,13841146.0,28848693.0,56722693.0,2016-02-12,PG-13,Action Adventure Comedy,USA
Alice in Wonderland (2010),http://www.imdb.com/title/tt1014759/,6.4,53.0,108,200000000.0,116101023.0,334191110.0,1025467110.0,2010-03-05,PG,Adventure Family Fantasy,USA
Alice Through the Looking Glass (2016),http://www.imdb.com/title/tt2567026/,6.2,34.0,113,170000000.0,26858726.0,77041381.0,299457024.0,2016-05-27,PG,Adventure Family Fantasy,USA
Independence Day (1996),http://www.imdb.com/title/tt0116629/,7.0,59.0,145,75000000.0,50228264.0,306169268.0,817400891.0,1996-07-03,PG-13,Action Adventure Sci-Fi,USA
Independence Day: Resurgence (2016),http://www.imdb.com/title/tt1628841/,5.2,32.0,120,165000000.0,41039944.0,103144286.0,389681935.0,2016-06-24,PG-13,Action Adventure Sci-Fi,USA
Unbreakable (2000),http://www.imdb.com/title/tt0217869/,7.3,62.0,106,75000000.0,30330771.0,95011339.0,248118121.0,2000-11-22,PG-13,Drama Mystery Sci-Fi,USA
Split (2016),http://www.imdb.com/title/tt4972582/,7.3,62.0,117,9000000.0,40010975.0,138291365.0,278454358.0,2017-01-20,PG-13,Horror Thriller,USA
The Hustler (1961),http://www.imdb.com/title/tt0054997/,8.0,90.0,134,2150000.0,,,7600000.0,1961-09-25,R,Drama Sport,USA
The Color of Money (1986),http://www.imdb.com/title/tt0090863/,7.0,77.0,119,13800000.0,6357877.0,52293982.0,52293982.0,1986-10-17,R,Drama Sport,USA
Trainspotting (1996),http://www.imdb.com/title/tt0117951/,8.1,83.0,93,3500000.0,262673.0,16491080.0,16593356.0,1996-08-09,R,Drama,UK
T2 Trainspotting (2017),http://www.imdb.com/title/tt2763304/,7.2,67.0,117,18000000.0,170575.0,2402004.0,41681746.0,2017-03-31,R,Drama,UK
Blade Runner (1982),http://www.imdb.com/title/tt0083658/,8.1,84.0,117,28000000.0,6150002.0,32868943.0,41458976.0,1982-06-25,R,Action Sci-Fi Thriller,USA
Blade Runner 2049 (2017),http://www.imdb.com/title/tt1856101/,8.0,81.0,164,150000000.0,32753122.0,92054159.0,259239658.0,2017-10-06,R,Action Drama Mystery,USA
Guardians of the Galaxy (2014),http://www.imdb.com/title/tt2015381/,8.0,76.0,121,170000000.0,94320883.0,333176600.0,772776600.0,2014-08-01,PG-13,Action Adventure Comedy,USA
Guardians of the Galaxy Vol. 2 (2017),http://www.imdb.com/title/tt3896198/,7.6,67.0,136,200000000.0,146510104.0,389813101.0,863756051.0,2017-05-05,PG-13,Action Adventure Comedy,USA
Prometheus (2012),http://www.imdb.com/title/tt1446714/,7.0,64.0,124,130000000.0,51050101.0,126477084.0,403354469.0,2012-06-08,R,Adventure Mystery Sci-Fi,USA
Alien: Covenant (2017),http://www.imdb.com/title/tt2316204/,6.4,65.0,122,97000000.0,36160621.0,74262031.0,240891763.0,2017-05-19,R,Horror Sci-Fi Thriller,USA
Rise of the Planet of the Apes (2011),http://www.imdb.com/title/tt1318514/,7.6,68.0,105,93000000.0,54806191.0,176760185.0,481800873.0,2011-08-05,PG-13,Action Drama Sci-Fi,USA
Dawn of the Planet of the Apes (2014),http://www.imdb.com/title/tt2103281/,7.6,79.0,130,170000000.0,72611427.0,208545589.0,710644566.0,2014-07-11,PG-13,Action Adventure Drama,USA
Star Trek (2009),http://www.imdb.com/title/tt0796366/,7.9,82.0,127,150000000.0,75204289.0,257730019.0,385680446.0,2009-05-08,PG-13,Action Adventure Sci-Fi,USA
Star Trek Into Darkness (2013),http://www.imdb.com/title/tt1408101/,7.7,72.0,132,190000000.0,70165559.0,228778661.0,467365246.0,2013-05-16,PG-13,Action Adventure Sci-Fi,USA
Gremlins (1984),http://www.imdb.com/title/tt0087363/,7.3,70.0,106,11000000.0,12511634.0,153083102.0,153334030.0,1984-06-08,PG,Comedy Fantasy Horror,USA
Gremlins 2: The New Batch (1990),http://www.imdb.com/title/tt0099700/,6.4,,106,50000000.0,9702804.0,41482207.0,41482207.0,1990-06-15,PG-13,Comedy Fantasy Horror,USA
Dumb and Dumber (1994),http://www.imdb.com/title/tt0109686/,7.3,41.0,107,17000000.0,16363442.0,127175374.0,247275374.0,1994-12-16,PG-13,Comedy,USA
Dumb and Dumber To (2014),http://www.imdb.com/title/tt2096672/,5.6,36.0,109,40000000.0,36111775.0,86208010.0,169837010.0,2014-11-14,PG-13,Comedy,USA
Despicable Me (2010),http://www.imdb.com/title/tt1323594/,7.6,72.0,95,69000000.0,56397125.0,251513985.0,543113985.0,2010-07-09,PG,Animation Comedy Family,USA
Despicable Me 2 (2013),http://www.imdb.com/title/tt1690953/,7.3,62.0,98,76000000.0,83517315.0,368065385.0,970766005.0,2013-07-03,PG,Animation Adventure Comedy,USA
Kingsman: The Secret Service (2014),http://www.imdb.com/title/tt2802144/,7.7,60.0,129,81000000.0,36206331.0,128261724.0,414351546.0,2015-02-13,R,Action Adventure Comedy,UK
Kingsman: The Golden Circle (2017),http://www.imdb.com/title/tt4649466/,6.7,44.0,141,104000000.0,39023010.0,100234838.0,410902662.0,2017-09-22,R,Action Adventure Comedy,UK
The Maze Runner (2014),http://www.imdb.com/title/tt1790864/,6.8,57.0,113,34000000.0,32512804.0,102427862.0,348319861.0,2014-09-19,PG-13,Action Mystery Sci-Fi,USA
Maze Runner: The Scorch Trials (2015),http://www.imdb.com/title/tt4046784/,6.3,43.0,131,61000000.0,30316510.0,81697192.0,312296056.0,2015-09-18,PG-13,Action Adventure Sci-Fi,USA
Paddington (2014),http://www.imdb.com/title/tt1109624/,7.2,77.0,95,55000000.0,18966676.0,76271832.0,282839394.0,2015-01-16,PG,Adventure Comedy Family,UK
Paddington 2 (2017),http://www.imdb.com/title/tt4468740/,7.8,88.0,103,40000000.0,11001961.0,40891591.0,227978523.0,2018-01-12,PG,Adventure Comedy Family,UK
Hotel Transylvania (2012),http://www.imdb.com/title/tt0837562/,7.1,47.0,91,85000000.0,42522194.0,148313048.0,358375603.0,2012-09-28,PG,Animation Comedy Family,USA
Hotel Transylvania 2 (2015),http://www.imdb.com/title/tt2510894/,6.7,44.0,89,80000000.0,48464322.0,169700110.0,474800000.0,2015-09-25,PG,Animation Comedy Family,USA
Mamma Mia! (2008),http://www.imdb.com/title/tt0795421/,6.4,51.0,108,52000000.0,27751240.0,144169664.0,609896805.0,2008-07-18,PG-13,Comedy Musical Romance,USA
Mamma Mia! Here We Go Again (2018),http://www.imdb.com/title/tt6911608/,6.7,60.0,114,75000000.0,34952180.0,120634935.0,395044706.0,2018-07-20,PG-13,Comedy Musical Romance,UK
The Incredibles (2004),http://www.imdb.com/title/tt0317705/,8.0,90.0,115,92000000.0,70467623.0,261441092.0,631606713.0,2004-11-05,PG,Animation Action Adventure,USA
Incredibles 2 (2018),http://www.imdb.com/title/tt3606756/,7.6,80.0,118,200000000.0,182687905.0,608581744.0,1242805359.0,2018-06-15,PG,Animation Action Adventure,USA
Wreck-It Ralph (2012),http://www.imdb.com/title/tt1772341/,7.7,72.0,101,165000000.0,49038712.0,189422889.0,471222889.0,2012-11-02,PG,Animation Adventure Comedy,USA
Ralph Breaks the Internet (2018),http://www.imdb.com/title/tt5848272/,7.1,71.0,112,175000000.0,56237634.0,201091711.0,529323962.0,2018-11-21,PG,Animation Adventure Comedy,USA
Johnny English (2003),http://www.imdb.com/title/tt0274166/,6.2,51.0,89,40000000.0,9134085.0,28082366.0,160466000.0,2003-07-18,PG,Action Adventure Comedy,UK
Johnny English Reborn (2011),http://www.imdb.com/title/tt1634122/,6.3,46.0,101,45000000.0,3833300.0,8305970.0,160078586.0,2011-10-21,PG,Action Adventure Comedy,UK
Cars (2006),http://www.imdb.com/title/tt0317219/,7.1,73.0,117,120000000.0,60119509.0,244082982.0,461983149.0,2006-06-09,G,Animation Comedy Family,USA
Cars 2 (2011),http://www.imdb.com/title/tt1216475/,6.1,57.0,106,200000000.0,66135507.0,191452396.0,559852396.0,2011-06-24,G,Animation Adventure Comedy,USA
Happy Death Day (2017),http://www.imdb.com/title/tt5308322/,6.5,58.0,96,4800000.0,26039025.0,55683845.0,125479266.0,2017-10-13,PG-13,Horror Mystery Thriller,USA
Happy Death Day 2U (2019),http://www.imdb.com/title/tt8155288/,6.2,57.0,100,9000000.0,9497665.0,28148130.0,64600152.0,2019-02-13,PG-13,Comedy Horror Mystery,USA
Mission: Impossible (1996),http://www.imdb.com/title/tt0117060/,7.1,59.0,110,80000000.0,45436830.0,180981856.0,457731198.0,1996-05-22,PG-13,Action Adventure Thriller,USA
Mission: Impossible II (2000),http://www.imdb.com/title/tt0120755/,6.1,59.0,123,125000000.0,57845297.0,215409889.0,546388108.0,2000-05-24,PG-13,Action Adventure Thriller,USA
